frame,time_s,distance_raw_m,distance_smooth_m,method,f1_advance_m,f1_retreat_m,f2_advance_m,f2_retreat_m,f1_pos_m,f2_pos_m
314,10.776,2.574,2.649,bbox,3.556,2.844,4.573,2.375,2.6769,5.2602
315,10.81,1.89,2.574,pose,3.607,2.844,4.573,2.375,2.7019,5.258
316,10.844,2.447,2.447,bbox,3.642,2.844,4.573,2.375,2.7491,5.2168
317,10.879,2.437,2.447,bbox,3.642,2.844,4.573,2.375,2.7924,5.2313
318,10.913,1.927,2.437,pose,3.714,2.844,4.573,2.375,2.8326,5.2016
319,10.947,2.364,2.364,bbox,3.758,2.844,4.573,2.375,2.8708,5.1982
320,10.981,2.349,2.364,bbox,3.798,2.844,4.608,2.375,2.8895,5.1959
321,11.016,2.341,2.349,bbox,3.836,2.844,4.608,2.375,2.9243,5.2136
322,11.05,2.358,2.349,bbox,3.836,2.844,4.608,2.375,2.9439,5.2519
323,11.084,2.386,2.358,bbox,3.89,2.844,4.608,2.375,2.957,5.2957
324,11.119,1.923,2.349,pose,3.89,2.844,4.608,2.426,2.9693,5.3209
325,11.153,2.441,2.358,bbox,3.89,2.844,4.608,2.469,2.9538,5.3935
326,11.187,2.522,2.386,bbox,3.89,2.844,4.608,2.469,2.9392,5.478
327,11.222,1.96,2.386,pose,3.89,2.844,4.608,2.567,2.9245,5.5226
328,11.256,2.692,2.441,bbox,3.89,2.844,4.608,2.652,2.9052,5.6278
329,11.29,2.832,2.522,bbox,3.89,2.844,4.608,2.696,2.8911,5.7371
330,11.325,2.234,2.522,pose,3.89,2.844,4.608,2.802,2.884,5.7826
331,11.359,2.906,2.692,bbox,3.89,2.877,4.608,2.911,2.8665,5.799
332,11.393,2.946,2.832,bbox,3.89,2.877,4.608,2.956,2.8574,5.8174
333,11.428,2.228,2.832,pose,3.89,2.877,4.608,2.956,2.8489,5.8173
334,11.462,2.946,2.906,bbox,3.89,2.911,4.608,2.991,2.8396,5.8173
335,11.496,2.905,2.906,bbox,3.89,2.911,4.608,2.991,2.8508,5.8241
336,11.531,2.191,2.905,pose,3.89,2.911,4.608,2.991,2.8979,5.8134
337,11.565,2.762,2.762,bbox,3.89,2.911,4.608,2.991,2.9669,5.8216
338,11.599,2.702,2.762,bbox,3.93,2.911,4.608,2.991,3.0023,5.8049
339,11.633,2.221,2.702,pose,3.999,2.911,4.608,2.991,3.0331,5.8029
340,11.668,2.556,2.556,bbox,4.035,2.911,4.608,2.991,3.0789,5.7738
341,11.702,2.544,2.556,bbox,4.065,2.911,4.608,2.991,3.1081,5.7782
342,11.736,2.272,2.544,pose,4.111,2.911,4.642,2.991,3.1013,5.7837
343,11.771,2.557,2.544,bbox,4.111,2.911,4.642,2.991,3.1209,5.7988
344,11.805,2.531,2.544,bbox,4.111,2.911,4.642,2.991,3.1563,5.7766
345,11.839,2.063,2.531,pose,4.153,2.911,4.642,2.991,3.1809,5.777
346,11.874,2.722,2.531,bbox,4.189,2.911,4.642,2.991,3.2189,6.0067
347,11.908,2.725,2.557,bbox,4.189,2.911,4.642,2.991,3.2793,6.0675
348,11.942,2.04,2.531,pose,4.251,2.911,4.642,3.156,3.3008,6.0886
349,11.977,2.63,2.63,bbox,4.311,2.911,4.642,3.156,3.3189,6.0147
350,12.011,2.683,2.683,bbox,4.311,2.911,4.642,3.217,3.3342,6.0828
351,12.045,2.035,2.63,pose,4.351,2.911,4.642,3.217,3.3805,6.1378
352,12.08,2.758,2.63,bbox,4.351,2.911,4.642,3.217,3.4017,6.2204
353,12.114,2.767,2.683,bbox,4.413,2.911,4.642,3.287,3.3968,6.2713
354,12.148,2.159,2.683,pose,4.413,2.911,4.642,3.37,3.3717,6.3209
355,12.183,2.871,2.758,bbox,4.413,2.911,4.642,3.421,3.3577,6.3
356,12.217,2.839,2.767,bbox,4.413,2.911,4.642,3.421,3.3601,6.2544
357,12.251,2.857,2.839,bbox,4.413,2.911,4.642,3.421,3.3641,6.2843
358,12.286,2.89,2.857,bbox,4.413,2.911,4.642,3.421,3.3534,6.3004
359,12.32,2.911,2.871,bbox,4.413,2.911,4.642,3.421,3.3478,6.3122
360,12.354,2.182,2.857,pose,4.413,2.911,4.642,3.421,3.3432,6.3146
361,12.388,2.847,2.857,bbox,4.413,2.943,4.642,3.462,3.3393,6.3231
362,12.423,2.804,2.847,bbox,4.413,2.943,4.642,3.462,3.3396,6.3403
363,12.457,2.127,2.804,pose,4.413,2.943,4.642,3.462,3.3338,6.3604
364,12.491,2.779,2.779,bbox,4.413,2.943,4.642,3.462,3.3415,6.3861
365,12.526,2.763,2.779,bbox,4.413,2.943,4.642,3.51,3.3601,6.4013
366,12.56,2.305,2.763,pose,4.413,2.943,4.642,3.51,3.3551,6.4311
367,12.594,2.887,2.763,bbox,4.413,2.943,4.642,3.551,3.3578,6.4498
368,12.629,2.862,2.779,bbox,4.413,2.943,4.642,3.551,3.378,6.4818
369,12.663,2.389,2.763,pose,4.413,2.943,4.642,3.599,3.4151,6.5393
370,12.697,2.901,2.862,bbox,4.443,2.943,4.642,3.631,3.432,6.5423
371,12.732,2.866,2.866,bbox,4.48,2.943,4.642,3.664,3.4443,6.5144
372,12.766,2.19,2.862,pose,4.48,2.943,4.642,3.664,3.458,6.5069
373,12.8,2.831,2.831,bbox,4.48,2.943,4.642,3.664,3.4481,6.5015
374,12.835,2.8,2.831,bbox,4.48,2.943,4.642,3.664,3.4365,6.4582
375,12.869,1.994,2.8,pose,4.48,2.943,4.642,3.664,3.4293,6.3215
376,12.903,2.608,2.608,bbox,4.48,2.943,4.698,3.664,3.4053,6.2261
377,12.938,2.531,2.608,bbox,4.48,2.943,4.835,3.664,3.3875,6.1615
378,12.972,1.91,2.531,pose,4.48,2.943,4.93,3.664,3.3697,6.1243
379,13.006,2.54,2.531,bbox,4.48,2.943,4.995,3.664,3.3388,6.0575
380,13.04,2.573,2.54,bbox,4.48,2.989,5.032,3.664,3.3202,6.0492
381,13.075,1.922,2.531,pose,4.48,3.02,5.099,3.664,3.3111,6.0478
382,13.109,2.519,2.519,bbox,4.48,3.02,5.099,3.664,3.3071,6.0736
383,13.143,2.584,2.54,bbox,4.48,3.02,5.099,3.664,3.3142,6.1214
384,13.178,1.977,2.519,pose,4.48,3.02,5.099,3.664,3.3025,6.1364
385,13.212,2.647,2.519,bbox,4.48,3.051,5.099,3.728,3.2702,6.176
386,13.246,2.753,2.584,bbox,4.48,3.051,5.099,3.728,3.2585,6.2559
387,13.281,2.077,2.584,pose,4.48,3.088,5.099,3.782,3.2455,6.2498
388,13.315,2.836,2.647,bbox,4.48,3.088,5.099,3.856,3.2445,6.2575
389,13.349,2.889,2.753,bbox,4.48,3.088,5.099,3.856,3.2486,6.2565
390,13.384,2.154,2.753,pose,4.48,3.088,5.099,3.856,3.2506,6.2596
391,13.418,2.933,2.836,bbox,4.48,3.088,5.099,3.856,3.2334,6.2659
392,13.452,2.904,2.889,bbox,4.48,3.088,5.099,3.856,3.2224,6.2465
393,13.487,2.109,2.889,pose,4.48,3.125,5.099,3.856,3.208,6.2135
394,13.521,2.782,2.782,bbox,4.48,3.125,5.099,3.856,3.1954,6.1662
395,13.555,2.801,2.801,bbox,4.48,3.125,5.135,3.856,3.1438,6.1487
396,13.59,2.133,2.782,pose,4.48,3.163,5.182,3.856,3.0916,6.0947
397,13.624,2.751,2.751,bbox,4.48,3.215,5.182,3.856,3.0625,6.0481
398,13.658,2.717,2.751,bbox,4.48,3.267,5.254,3.856,3.0649,6.0153
399,13.693,2.102,2.717,pose,4.48,3.267,5.3,3.856,3.0698,5.9866
400,13.727,2.795,2.717,bbox,4.48,3.267,5.333,3.856,3.0506,5.9861
401,13.761,2.82,2.751,bbox,4.48,3.267,5.333,3.856,3.0406,5.9601
402,13.795,2.228,2.717,pose,4.48,3.308,5.333,3.856,3.0214,5.9634
403,13.83,2.825,2.795,bbox,4.48,3.308,5.385,3.856,3.0134,5.9543
404,13.864,2.794,2.795,bbox,4.48,3.308,5.385,3.856,3.0195,5.9846
405,13.898,2.147,2.794,pose,4.48,3.308,5.385,3.856,3.0226,6.0007
406,13.933,2.733,2.733,bbox,4.48,3.339,5.385,3.856,3.0199,6.0158
407,13.967,2.763,2.763,bbox,4.48,3.339,5.385,3.894,3.0181,6.0651
408,14.001,2.162,2.733,pose,4.48,3.339,5.385,3.894,3.0076,6.0878
409,14.036,2.879,2.733,bbox,4.48,3.339,5.385,3.958,2.9923,6.1276
410,14.07,3.019,2.763,bbox,4.48,3.339,5.385,3.958,2.9875,6.1615
411,14.104,2.35,2.763,pose,4.48,3.339,5.385,4.02,2.9829,6.1748
412,14.139,3.104,2.879,bbox,4.48,3.371,5.385,4.054,2.986,6.161
413,14.173,3.144,3.019,bbox,4.48,3.371,5.385,4.054,2.9802,6.1897
414,14.207,2.327,3.019,pose,4.48,3.371,5.385,4.054,2.9866,6.1347
415,14.242,2.878,2.878,bbox,4.48,3.371,5.385,4.054,3.0231,6.0223
416,14.276,2.795,2.878,bbox,4.48,3.371,5.385,4.054,3.0572,5.9939
417,14.31,2.207,2.795,pose,4.516,3.371,5.524,4.054,3.1069,5.9576
418,14.345,2.589,2.589,bbox,4.55,3.371,5.524,4.054,3.1431,5.9004
419,14.379,2.515,2.589,bbox,4.599,3.371,5.588,4.054,3.1687,5.8743
420,14.413,2.016,2.515,pose,4.636,3.371,5.646,4.054,3.2027,5.8183
421,14.447,2.407,2.407,bbox,4.636,3.371,5.646,4.054,3.2092,5.7779
422,14.482,2.391,2.407,bbox,4.695,3.371,5.728,4.054,3.2634,5.7515
423,14.516,1.977,2.391,pose,4.695,3.371,5.768,4.054,3.2827,5.7551
424,14.55,2.437,2.391,bbox,4.756,3.371,5.768,4.054,3.28,5.753
425,14.585,2.443,2.407,bbox,4.756,3.371,5.768,4.054,3.2766,5.7527
426,14.619,1.763,2.391,pose,4.756,3.371,5.768,4.054,3.2549,5.7212
427,14.653,2.433,2.433,bbox,4.756,3.371,5.768,4.054,3.2194,5.6493
428,14.688,2.414,2.433,bbox,4.756,3.371,5.825,4.054,3.2028,5.6222
429,14.722,1.632,2.414,pose,4.756,3.415,5.897,4.054,3.1766,5.5234
430,14.756,2.33,2.33,bbox,4.756,3.415,5.897,4.054,3.1491,5.5099
431,14.791,2.347,2.347,bbox,4.756,3.458,6.023,4.054,3.092,5.4087
432,14.825,1.588,2.33,pose,4.756,3.458,6.023,4.054,3.0148,5.3451
433,14.859,2.384,2.33,bbox,4.756,3.542,6.137,4.054,2.9479,5.2847
434,14.894,2.351,2.347,bbox,4.756,3.62,6.201,4.054,2.8835,5.2019
435,14.928,1.556,2.347,pose,4.756,3.687,6.261,4.054,2.8626,5.1108
436,14.962,2.21,2.21,bbox,4.756,3.751,6.344,4.054,2.8475,5.0509
437,14.997,2.171,2.21,bbox,4.756,3.751,6.435,4.054,2.8008,4.9765
438,15.031,1.764,2.171,pose,4.756,3.787,6.495,4.054,2.7934,4.9317
439,15.065,2.054,2.054,bbox,4.756,3.828,6.569,4.054,2.8069,4.8942
440,15.1,2.047,2.054,bbox,4.756,3.828,6.614,4.054,2.8002,4.8807
441,15.134,2.08,2.054,bbox,4.756,3.828,6.652,4.054,2.7756,4.8851
442,15.168,2.111,2.054,bbox,4.756,3.828,6.652,4.054,2.7384,4.8897
443,15.202,2.173,2.08,bbox,4.756,3.859,6.652,4.054,2.671,4.8806
444,15.237,1.712,2.08,pose,4.756,3.896,6.652,4.054,2.5835,4.8764
445,15.271,2.319,2.111,bbox,4.756,3.963,6.652,4.054,2.5249,4.8741
446,15.305,2.403,2.173,bbox,4.756,4.051,6.652,4.054,2.5035,4.8985
447,15.34,1.789,2.173,pose,4.756,4.11,6.652,4.054,2.5005,4.9234
448,15.374,2.473,2.319,bbox,4.756,4.11,6.652,4.054,2.4905,4.956
449,15.408,2.5,2.403,bbox,4.756,4.11,6.652,4.054,2.4681,4.9748
450,15.443,2.205,2.403,pose,4.756,4.144,6.652,4.115,2.4356,4.9557
451,15.477,2.453,2.453,bbox,4.756,4.144,6.652,4.115,2.4293,4.9526
452,15.511,2.477,2.473,bbox,4.756,4.199,6.652,4.115,2.4235,4.9897
453,15.546,2.155,2.453,pose,4.756,4.199,6.652,4.115,2.4271,4.9968
454,15.58,2.479,2.453,bbox,4.756,4.199,6.652,4.115,2.4095,4.9827
455,15.614,2.505,2.477,bbox,4.756,4.199,6.652,4.115,2.3938,4.9813
456,15.649,2.177,2.477,pose,4.756,4.199,6.652,4.115,2.3613,4.9686
457,15.683,2.611,2.479,bbox,4.756,4.241,6.652,4.115,2.3284,4.9559
458,15.717,2.674,2.505,bbox,4.756,4.273,6.652,4.115,2.3088,4.9651
459,15.752,2.252,2.505,pose,4.756,4.306,6.652,4.115,2.3022,4.9743
460,15.786,2.738,2.611,bbox,4.756,4.306,6.652,4.115,2.2872,4.9732
461,15.82,2.739,2.674,bbox,4.756,4.306,6.652,4.115,2.2799,4.9833
462,15.854,2.233,2.674,pose,4.756,4.347,6.652,4.115,2.2792,5.0075
463,15.889,2.679,2.679,bbox,4.756,4.347,6.652,4.115,2.2727,5.0057
464,15.923,2.633,2.679,bbox,4.756,4.347,6.652,4.115,2.2666,4.9744
465,15.957,2.129,2.633,pose,4.756,4.347,6.652,4.115,2.2854,4.9509
466,15.992,2.537,2.537,bbox,4.756,4.347,6.652,4.115,2.3067,4.9349
467,16.026,2.524,2.537,bbox,4.756,4.347,6.652,4.115,2.3152,4.923
468,16.06,2.029,2.524,pose,4.756,4.347,6.652,4.115,2.323,4.908
469,16.095,2.535,2.524,bbox,4.756,4.347,6.685,4.115,2.3375,4.8954
470,16.129,2.554,2.535,bbox,4.792,4.347,6.685,4.115,2.3686,4.8967
471,16.163,2.03,2.524,pose,4.792,4.347,6.685,4.115,2.3971,4.9108
472,16.198,2.539,2.535,bbox,4.837,4.347,6.685,4.115,2.4379,4.9419
473,16.232,2.508,2.535,bbox,4.837,4.347,6.685,4.115,2.4792,4.9626
474,16.266,1.868,2.508,pose,4.907,4.347,6.685,4.115,2.5266,5.0061
475,16.301,2.498,2.498,bbox,4.948,4.347,6.685,4.155,2.568,5.0559
476,16.335,2.495,2.498,bbox,4.995,4.347,6.685,4.198,2.5971,5.1118
477,16.369,1.888,2.495,pose,5.037,4.347,6.685,4.248,2.6238,5.1978
478,16.404,2.635,2.495,bbox,5.037,4.347,6.685,4.304,2.6415,5.2689
479,16.438,2.65,2.498,bbox,5.093,4.347,6.685,4.39,2.6454,5.2888
480,16.472,2.055,2.495,pose,5.093,4.347,6.685,4.461,2.6414,5.3005
481,16.507,2.686,2.635,bbox,5.093,4.347,6.685,4.461,2.6464,5.3238
482,16.541,2.713,2.65,bbox,5.093,4.347,6.685,4.493,2.6343,5.3423
483,16.575,2.08,2.65,pose,5.093,4.347,6.685,4.493,2.62,5.3541
484,16.609,2.706,2.686,bbox,5.093,4.347,6.685,4.532,2.6144,5.3397
485,16.644,2.679,2.686,bbox,5.093,4.347,6.685,4.532,2.6037,5.3197
486,16.678,2.068,2.679,pose,5.093,4.347,6.685,4.532,2.5848,5.2887
487,16.712,2.646,2.646,bbox,5.093,4.347,6.685,4.532,2.5852,5.2789
488,16.747,2.641,2.646,bbox,5.093,4.386,6.735,4.532,2.576,5.254
489,16.781,2.049,2.641,pose,5.093,4.386,6.735,4.532,2.5584,5.2087
490,16.815,2.559,2.559,bbox,5.093,4.386,6.77,4.532,2.5836,5.2005
491,16.85,2.544,2.559,bbox,5.093,4.386,6.811,4.532,2.5978,5.2137
492,16.884,2.024,2.544,pose,5.093,4.386,6.811,4.532,2.6452,5.2513
493,16.918,2.537,2.537,bbox,5.093,4.386,6.811,4.532,2.7054,5.2601
494,16.953,2.491,2.537,bbox,5.153,4.386,6.811,4.57,2.768,5.2773
495,16.987,2.055,2.491,pose,5.213,4.386,6.811,4.57,2.8319,5.3186
496,17.021,2.424,2.424,bbox,5.275,4.386,6.811,4.57,2.8757,5.3358
497,17.056,2.454,2.454,bbox,5.339,4.386,6.811,4.637,2.8793,5.3844
498,17.09,2.022,2.424,pose,5.382,4.386,6.811,4.637,2.8743,5.4266
499,17.124,2.554,2.424,bbox,5.382,4.386,6.811,4.703,2.8819,5.5062
500,17.159,2.684,2.454,bbox,5.382,4.386,6.811,4.745,2.8746,5.6005
501,17.193,2.318,2.454,pose,5.382,4.386,6.811,4.825,2.8583,5.7308
502,17.227,2.916,2.554,bbox,5.382,4.386,6.811,4.919,2.854,5.8137
503,17.261,2.938,2.684,bbox,5.382,4.386,6.811,5.049,2.8364,5.8371
504,17.296,2.325,2.684,pose,5.382,4.386,6.811,5.132,2.8222,5.8837
505,17.33,2.994,2.916,bbox,5.382,4.424,6.811,5.132,2.795,5.8672
506,17.364,3.05,2.938,bbox,5.382,4.424,6.811,5.181,2.7781,5.8623
507,17.399,2.421,2.938,pose,5.382,4.465,6.811,5.181,2.7721,5.9014
508,17.433,3.143,2.994,bbox,5.382,4.465,6.811,5.181,2.7758,5.9435
509,17.467,3.1,3.05,bbox,5.382,4.465,6.811,5.22,2.7861,5.9495
510,17.502,2.411,3.05,pose,5.382,4.465,6.811,5.262,2.7935,5.9945
511,17.536,3.106,3.1,bbox,5.382,4.465,6.811,5.262,2.7955,6.0606
512,17.57,3.0,3.1,bbox,5.382,4.465,6.811,5.313,2.8137,6.0203
513,17.605,2.589,3.0,pose,5.382,4.465,6.811,5.313,2.8363,6.0217
514,17.639,3.01,3.0,bbox,5.382,4.465,6.811,5.313,2.8654,6.1154
515,17.673,2.889,3.0,bbox,5.423,4.465,6.811,5.365,2.9111,6.0462
516,17.708,2.836,2.889,pose,5.423,4.465,6.811,5.365,2.938,6.0582
517,17.742,2.888,2.888,bbox,5.498,4.465,6.811,5.365,2.9523,6.1062
518,17.776,2.939,2.889,bbox,5.498,4.465,6.811,5.425,2.9639,6.1188
519,17.811,3.128,2.889,pose,5.539,4.465,6.811,5.425,2.996,6.1134
520,17.845,2.918,2.918,bbox,5.539,4.465,6.811,5.425,3.0552,6.1212
521,17.879,2.926,2.926,bbox,5.583,4.465,6.811,5.425,3.0947,6.1317
522,17.914,2.973,2.939,pose,5.642,4.465,6.811,5.425,3.1645,6.1369
523,17.948,2.851,2.926,bbox,5.681,4.465,6.811,5.425,3.1903,6.1304
524,17.982,2.794,2.918,bbox,5.751,4.465,6.811,5.425,3.2163,6.1125
525,18.016,2.766,2.851,bbox,5.751,4.465,6.811,5.425,3.2376,6.0996
526,18.051,2.733,2.794,bbox,5.803,4.465,6.811,5.425,3.2667,6.0896
527,18.085,2.798,2.794,bbox,5.803,4.465,6.811,5.425,3.2768,6.1496
528,18.119,2.01,2.766,pose,5.853,4.465,6.811,5.425,3.2897,6.1156
529,18.154,2.655,2.733,bbox,5.853,4.465,6.811,5.425,3.3223,6.0448
530,18.188,2.618,2.655,bbox,5.853,4.465,6.811,5.425,3.3341,5.9401
531,18.222,1.733,2.618,pose,5.909,4.465,6.872,5.425,3.3252,5.8494
532,18.257,2.458,2.458,bbox,5.909,4.465,6.977,5.425,3.3136,5.7935
533,18.291,2.434,2.458,bbox,5.909,4.465,7.067,5.425,3.3016,5.7712
534,18.325,1.516,2.434,pose,5.909,4.465,7.123,5.425,3.2741,5.7068
535,18.36,2.267,2.267,bbox,5.909,4.465,7.123,5.425,3.2499,5.5188
536,18.394,2.342,2.342,bbox,5.909,4.513,7.21,5.425,3.1971,5.5063
537,18.428,1.668,2.267,pose,5.909,4.513,7.36,5.425,3.163,5.5012
538,18.463,2.384,2.267,bbox,5.909,4.59,7.36,5.425,3.1419,5.4921
539,18.497,2.408,2.342,bbox,5.909,4.624,7.36,5.425,3.1178,5.4745
540,18.531,1.721,2.342,pose,5.909,4.624,7.36,5.425,3.1033,5.4143
541,18.566,2.36,2.36,bbox,5.909,4.67,7.404,5.425,3.0966,5.3647
542,18.6,2.299,2.36,bbox,5.909,4.67,7.464,5.425,3.1037,5.3017
543,18.634,1.818,2.299,pose,5.909,4.67,7.514,5.425,3.1348,5.2905
544,18.668,2.233,2.233,bbox,5.909,4.67,7.577,5.425,3.1871,5.2916
545,18.703,2.202,2.233,bbox,5.909,4.67,7.577,5.425,3.2387,5.2863
546,18.737,1.837,2.202,pose,5.978,4.67,7.577,5.425,3.2918,5.275
547,18.771,1.99,1.99,bbox,6.03,4.67,7.577,5.425,3.3857,5.2411
548,18.806,1.777,1.99,bbox,6.083,4.67,7.577,5.425,3.5319,5.1915
549,18.84,1.618,1.837,pose,6.177,4.67,7.638,5.425,3.6349,5.1615
550,18.874,1.53,1.777,bbox,6.323,4.67,7.687,5.425,3.6628,5.1293
551,18.909,1.481,1.618,bbox,6.426,4.67,7.717,5.425,3.6923,5.1153
552,18.943,1.399,1.53,pose,6.426,4.67,7.749,5.425,3.7069,5.0852
553,18.977,1.361,1.481,bbox,6.483,4.67,7.749,5.425,3.7406,5.0653
554,19.012,1.265,1.399,bbox,6.483,4.67,7.793,5.425,3.7821,5.0251
555,19.046,1.185,1.361,bbox,6.532,4.67,7.793,5.425,3.8161,4.9898
556,19.08,1.07,1.265,bbox,6.573,4.67,7.854,5.425,3.8951,4.946
557,19.115,1.019,1.185,bbox,6.607,4.67,7.889,5.425,3.9154,4.9231
558,19.149,0.407,1.07,pose,6.686,4.67,7.933,5.425,3.9959,4.8849
559,19.183,0.805,1.019,bbox,6.686,4.67,7.933,5.425,4.0313,4.8556
560,19.218,0.722,0.805,bbox,6.787,4.67,7.994,5.425,4.082,4.8363
561,19.252,0.466,0.722,pose,6.822,4.67,7.994,5.425,4.0951,4.8152
562,19.286,0.638,0.638,bbox,6.873,4.67,8.042,5.425,4.1102,4.7985
563,19.321,0.633,0.638,bbox,6.873,4.67,8.042,5.425,4.1144,4.8065
564,19.355,0.276,0.633,pose,6.873,4.67,8.042,5.425,4.0973,4.8298
565,19.389,0.683,0.633,bbox,6.873,4.67,8.042,5.425,4.0878,4.8452
566,19.423,0.702,0.638,bbox,6.873,4.67,8.042,5.425,4.0618,4.8393
567,19.458,0.261,0.633,pose,6.873,4.67,8.042,5.425,4.0354,4.833
568,19.492,0.739,0.683,bbox,6.873,4.67,8.042,5.425,4.0435,4.8561
569,19.526,0.738,0.702,bbox,6.873,4.704,8.042,5.425,4.0478,4.8608
570,19.561,0.243,0.702,pose,6.873,4.704,8.042,5.425,4.0461,4.8714
571,19.595,0.747,0.738,bbox,6.873,4.704,8.042,5.425,4.038,4.8641
572,19.629,0.724,0.738,bbox,6.873,4.704,8.042,5.425,4.0418,4.8467
573,19.664,0.723,0.724,bbox,6.873,4.704,8.042,5.425,4.0365,4.8391
574,19.698,0.725,0.724,bbox,6.873,4.704,8.042,5.425,4.037,4.8419
575,19.732,0.72,0.724,bbox,6.873,4.704,8.042,5.425,4.0338,4.8375
576,19.767,0.365,0.723,pose,6.873,4.704,8.042,5.425,4.0179,4.8376
577,19.801,0.757,0.723,bbox,6.873,4.704,8.042,5.425,3.9832,4.8344
578,19.835,0.815,0.725,bbox,6.873,4.704,8.042,5.425,3.9212,4.8359
579,19.87,0.264,0.72,pose,6.873,4.769,8.042,5.425,3.9015,4.8166
580,19.904,,,,6.873,4.769,8.042,5.425,,
581,19.938,,,,6.873,4.769,8.042,5.425,,
582,19.973,,,,6.873,4.769,8.042,5.425,,
583,20.007,4.353,0.757,bbox,6.873,4.83,8.042,5.425,1.292,6.4531
584,20.041,4.354,0.815,bbox,6.873,4.83,8.042,5.425,1.2918,6.4587
585,20.075,4.001,4.001,pose,6.873,5.0,8.042,5.574,1.2879,6.4566
586,20.11,4.355,4.353,bbox,6.873,5.0,8.042,5.574,1.2797,6.4649
587,20.144,4.361,4.354,bbox,6.873,5.0,8.042,5.574,1.2833,6.4727
588,20.178,3.945,4.354,pose,6.873,5.0,8.042,5.574,1.3002,6.4659
589,20.213,4.336,4.336,bbox,6.873,5.0,8.042,5.574,1.3028,6.4319
590,20.247,4.319,4.336,bbox,6.873,5.0,8.042,5.574,1.3057,6.4008
591,20.281,3.834,4.319,pose,6.873,5.0,8.042,5.574,1.3047,6.3562
592,20.316,4.264,4.264,bbox,6.873,5.0,8.095,5.574,1.303,6.3209
593,20.35,4.282,4.282,bbox,6.873,5.0,8.139,5.574,1.2997,6.3085
594,20.384,3.763,4.264,pose,6.873,5.0,8.175,5.574,1.3055,6.2968
595,20.419,4.265,4.264,bbox,6.873,5.0,8.175,5.574,1.3158,6.2925
596,20.453,4.252,4.264,bbox,6.873,5.0,8.175,5.574,1.3304,6.2831
597,20.487,3.76,4.252,pose,6.873,5.0,8.175,5.574,1.339,6.3168
598,20.522,4.309,4.252,bbox,6.912,5.0,8.175,5.574,1.3479,6.3254
599,20.556,4.331,4.265,bbox,6.912,5.0,8.175,5.574,1.3457,6.3269
600,20.59,3.746,4.252,pose,6.912,5.0,8.175,5.574,1.3406,6.3163
601,20.625,4.291,4.291,bbox,6.912,5.0,8.175,5.574,1.3386,6.2918
602,20.659,4.267,4.291,bbox,6.912,5.0,8.175,5.574,1.3445,6.2645
603,20.693,3.752,4.267,pose,6.912,5.0,8.175,5.574,1.3526,6.2456
604,20.728,4.219,4.219,bbox,6.912,5.0,8.231,5.574,1.3631,6.21
605,20.762,4.178,4.219,bbox,6.912,5.0,8.231,5.574,1.3681,6.1473
606,20.796,3.747,4.178,pose,6.912,5.0,8.285,5.574,1.3559,6.0928
607,20.83,4.074,4.074,bbox,6.912,5.0,8.348,5.574,1.3443,6.0709
608,20.865,4.096,4.096,bbox,6.912,5.0,8.403,5.574,1.3515,6.0372
609,20.899,3.755,4.074,pose,6.912,5.0,8.403,5.574,1.3755,6.0349
610,20.933,4.044,4.044,bbox,6.912,5.0,8.44,5.574,1.3895,6.0556
611,20.968,4.051,4.051,bbox,6.957,5.0,8.44,5.574,1.4034,6.0913
612,21.002,3.73,4.044,pose,6.957,5.0,8.44,5.574,1.4218,6.1239
613,21.036,4.141,4.044,bbox,6.957,5.0,8.44,5.61,1.4392,6.1524
614,21.071,4.182,4.051,bbox,7.003,5.0,8.44,5.643,1.4533,6.1621
615,21.105,3.836,4.051,pose,7.003,5.0,8.44,5.643,1.4681,6.1547
616,21.139,4.144,4.141,bbox,7.035,5.0,8.44,5.673,1.4913,6.1761
617,21.174,4.112,4.141,bbox,7.035,5.0,8.44,5.673,1.5149,6.1606
618,21.208,3.786,4.112,pose,7.073,5.0,8.44,5.673,1.5465,6.1401
619,21.242,4.048,4.048,bbox,7.073,5.0,8.44,5.673,1.5759,6.1355
620,21.277,3.982,4.048,bbox,7.128,5.0,8.44,5.673,1.6113,6.1409
621,21.311,3.767,3.982,pose,7.128,5.0,8.44,5.673,1.655,6.1937
622,21.345,3.916,3.916,bbox,7.193,5.0,8.44,5.673,1.7008,6.2139
623,21.38,3.868,3.916,bbox,7.236,5.0,8.44,5.712,1.7459,6.2415
624,21.414,3.87,3.87,bbox,7.282,5.0,8.44,5.712,1.805,6.2806
625,21.448,3.907,3.87,bbox,7.327,5.0,8.44,5.76,1.8509,6.3424
626,21.482,3.886,3.886,bbox,7.386,5.0,8.44,5.799,1.9108,6.36
627,21.517,3.882,3.882,bbox,7.432,5.0,8.44,5.861,1.9537,6.3632
628,21.551,3.859,3.882,bbox,7.492,5.0,8.44,5.861,1.9912,6.3762
629,21.585,3.86,3.882,bbox,7.535,5.0,8.44,5.861,2.0528,6.4101
630,21.62,3.866,3.866,bbox,7.572,5.0,8.44,5.895,2.0689,6.4128
631,21.654,3.878,3.866,bbox,7.634,5.0,8.44,5.929,2.074,6.4418
632,21.688,3.866,3.866,bbox,7.634,5.0,8.44,5.929,2.103,6.4552
633,21.723,3.826,3.866,bbox,7.634,5.0,8.44,5.96,2.1361,6.4443
